,Overall Qual,MS SubClass,Full Bath,Half Bath,Fireplaces,Gr Liv Area,Year Built,Year Remod/Add,Garage Area,TotRms AbvGrd,Open Porch SF,Wood Deck SF,Lot Area,MS Zoning,Lot Config,Condition 1,Bldg Type,House Style,Roof Style,Exterior 2nd,Exter Qual,Foundation,Heating QC,Sale Type,Kitchen Qual,Neighborhood,Lot Shape,SalePrice,Area_x_Rooms
1276,7,120,2,0,1,1405,2003,2003,478.0,6,36,148,3480,RL,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,Reg,173000,8430
376,5,80,1,0,1,1144,1959,1959,796.0,6,0,86,8163,RL,Inside,Norm,1Fam,SLvl,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,143000,6864
507,5,60,1,1,1,1632,1969,1969,898.0,7,173,0,10457,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,CBlock,Ex,WD ,TA,Mitchel,IR1,173000,11424
1743,5,30,1,0,2,804,1940,1992,240.0,4,0,0,7200,RM,Corner,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,TA,WD ,Gd,OldTown,Reg,119000,3216
798,7,20,2,0,0,1560,2003,2003,573.0,7,150,100,9196,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Mitchel,IR1,201000,10920
956,7,120,1,1,1,1143,2004,2004,588.0,5,191,0,3628,FV,Inside,Norm,TwnhsE,1Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,176400,5715
854,5,30,1,0,0,976,1942,1950,215.0,5,0,160,7288,RM,Inside,Artery,1Fam,1Story,Gable,MetalSd,TA,CBlock,TA,WD ,TA,IDOTRR,Reg,102000,4880
676,8,60,2,1,0,1792,2007,2007,590.0,8,96,184,8640,FV,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,Reg,255000,14336
957,6,20,2,0,1,1489,1968,1968,462.0,7,0,0,9156,RL,Inside,PosN,1Fam,1Story,Hip,BrkFace,TA,CBlock,Gd,WD ,Gd,NWAmes,IR1,185750,10423
276,6,20,1,0,0,914,2002,2002,0.0,4,0,32,8050,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,Edwards,Reg,117250,3656
1697,6,160,2,1,0,1200,2005,2005,480.0,5,166,0,3180,FV,Inside,Norm,TwnhsE,2Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,165000,6000
787,6,160,2,1,0,1092,1970,2007,0.0,6,0,187,1477,RM,Inside,Norm,Twnhs,2Story,Gable,CmentBd,TA,CBlock,Ex,WD ,TA,MeadowV,Reg,98000,6552
2022,6,20,2,0,1,1844,1969,1969,540.0,7,73,0,16381,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,Gd,CBlock,Gd,WD ,Gd,Crawfor,IR1,223000,12908
748,7,85,1,0,1,1083,1976,1976,596.0,5,0,444,9927,RL,Inside,Norm,1Fam,SFoyer,Gable,Wd Shng,Gd,CBlock,TA,WD ,TA,NWAmes,IR1,172000,5415
653,6,50,1,0,0,1096,1924,1950,0.0,5,8,0,9600,RL,Corner,Artery,1Fam,1.5Fin,Gable,Wd Sdng,TA,BrkTil,Fa,WD ,TA,Edwards,Reg,79000,5480
348,8,20,2,0,1,1795,2006,2007,895.0,7,49,0,9986,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,Reg,147000,12565
1891,5,20,1,1,0,1090,2005,2006,450.0,5,49,0,7024,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,Gd,WD ,TA,Edwards,Reg,157000,5450
122,5,20,1,0,0,988,1961,1961,572.0,5,0,0,9945,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,CBlock,TA,WD ,TA,Sawyer,IR1,128500,4940
1742,7,60,2,1,1,1342,2003,2003,393.0,7,56,100,8174,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,178000,9394
931,4,20,1,0,0,936,1969,1969,288.0,4,0,16,10295,RL,FR2,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,TA,COD,TA,NAmes,Reg,111900,3744
458,8,120,2,0,1,1616,1995,1996,608.0,5,152,237,5389,RL,Inside,Norm,TwnhsE,1Story,Gable,CmentBd,Gd,PConc,Ex,WD ,Gd,StoneBr,IR1,236500,8080
1837,5,20,1,0,0,900,1951,2000,576.0,5,32,222,7200,RL,Corner,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,TA,WD ,Gd,NAmes,Reg,134800,4500
1392,6,60,1,1,1,1639,1946,1950,240.0,6,50,0,9350,RL,Inside,Norm,1Fam,2Story,Hip,MetalSd,TA,CBlock,Ex,WD ,Gd,Edwards,Reg,154400,9834
1409,7,60,2,1,1,1950,1997,1998,576.0,7,10,0,7399,FV,Inside,Norm,1Fam,2Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,IR1,239000,13650
1404,8,20,2,0,1,1468,2008,2009,898.0,6,150,210,9612,RL,Inside,Feedr,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,Reg,244600,8808
1721,8,80,2,0,1,1511,1995,1995,811.0,6,42,168,11454,RL,Corner,Norm,1Fam,SLvl,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR2,225000,9066
863,7,20,2,0,0,1500,2004,2004,570.0,6,36,192,8487,RL,FR2,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,190000,9000
1091,6,20,1,0,2,1644,1953,1953,418.0,7,0,110,9600,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,167000,11508
1619,5,50,1,0,0,1034,1940,1950,240.0,5,39,0,10134,RL,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,CBlock,Gd,WD ,TA,OldTown,Reg,109000,5170
1435,6,60,1,2,1,1743,1968,1968,539.0,7,0,224,11700,RL,Inside,Norm,1Fam,2Story,Mansard,AsphShn,Gd,CBlock,Gd,WD ,TA,NWAmes,Reg,175000,12201
1560,7,20,2,0,1,1670,2006,2006,690.0,7,60,144,14859,RL,CulDSac,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,New,Gd,Gilbert,IR1,240000,11690
712,5,90,2,0,0,1604,1958,1958,576.0,8,0,42,8267,RL,Corner,Feedr,Duplex,1Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,135000,12832
1841,5,90,2,0,0,1248,1920,1950,0.0,8,130,0,5976,RM,Inside,Norm,Duplex,2Story,Hip,Wd Sdng,TA,PConc,Gd,WD ,TA,OldTown,Reg,93500,9984
961,5,85,1,0,0,768,1970,1970,624.0,5,0,104,7244,RL,Inside,Norm,1Fam,SFoyer,Gable,VinylSd,TA,CBlock,Ex,WD ,TA,Mitchel,Reg,129500,3840
1255,7,20,2,0,0,1270,2005,2006,524.0,6,96,0,7242,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,175900,7620
1163,5,20,1,1,0,1073,1965,1965,515.0,6,0,0,10289,RL,Inside,Norm,1Fam,1Story,Hip,MetalSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,156000,6438
281,9,120,2,0,1,1800,2007,2008,944.0,6,0,210,8232,RL,Inside,Norm,TwnhsE,1Story,Hip,MetalSd,Ex,PConc,Ex,New,Ex,NridgHt,IR1,370967,10800
1785,5,90,2,0,0,1824,1957,1957,484.0,9,0,0,12436,RL,Inside,Norm,Duplex,1Story,Gable,Wd Sdng,TA,CBlock,Fa,WD ,TA,NAmes,Reg,146000,16416
2028,7,20,2,0,1,2156,1968,2003,508.0,9,80,0,20781,RL,CulDSac,PosN,1Fam,1Story,Hip,HdBoard,TA,CBlock,TA,WD ,TA,NWAmes,IR2,262500,19404
1178,5,30,1,0,0,886,1938,1996,273.0,4,20,144,5784,RM,Inside,Artery,1Fam,1Story,Gable,MetalSd,TA,BrkTil,Gd,WD ,TA,OldTown,Reg,91300,3544
1186,7,20,2,0,0,1274,2005,2007,508.0,6,98,264,8814,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,CollgCr,Reg,203000,7644
1928,5,30,1,0,0,1559,1948,1973,812.0,5,116,0,8100,RM,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,BrkTil,Gd,COD,TA,OldTown,Reg,153500,7795
1738,5,20,1,0,0,864,1968,1968,280.0,4,0,226,7832,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,Ex,WD ,TA,Sawyer,Reg,137250,3456
96,6,80,1,0,1,1138,1960,1960,480.0,6,0,0,15312,RL,Inside,Norm,1Fam,SLvl,Hip,Wd Sdng,TA,CBlock,Ex,COD,TA,Sawyer,Reg,148000,6828
1202,7,60,2,1,1,1491,2006,2006,484.0,7,30,100,8333,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Gd,WD ,Gd,CollgCr,Reg,168675,10437
426,5,190,2,0,0,1396,1951,1951,0.0,8,0,0,9000,C (all),Inside,Norm,2fmCon,1.5Fin,Gable,Wd Shng,Fa,CBlock,TA,WD ,TA,IDOTRR,Reg,115000,11168
1082,5,20,1,0,1,1113,1950,2007,264.0,5,80,0,9600,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,Gd,CBlock,Gd,WD ,Gd,NAmes,Reg,147000,5565
1270,5,90,2,2,0,1872,1976,1976,484.0,8,0,0,10260,RL,Inside,Norm,Duplex,2Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,Mitchel,Reg,100000,14976
34,8,20,2,0,1,1718,2007,2008,826.0,7,44,208,10637,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,297000,12026
546,5,20,1,0,0,1216,1955,1955,336.0,5,0,0,10050,RL,Inside,Norm,1Fam,1Story,Hip,MetalSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,129500,6080
686,6,50,1,0,0,1666,1927,1950,384.0,4,0,0,5160,RM,Corner,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,BrkTil,TA,WD ,TA,IDOTRR,Reg,135000,6664
656,4,70,2,0,0,1774,1900,1950,779.0,8,0,0,9600,RM,Inside,Norm,1Fam,2Story,Gable,Stucco,TA,BrkTil,Fa,WD ,TA,OldTown,Reg,87000,14192
737,4,20,1,0,0,1383,1954,1954,498.0,6,0,0,15635,RL,CulDSac,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,TA,WD ,TA,Edwards,IR1,122000,8298
990,8,20,2,0,0,1466,2007,2007,610.0,7,18,100,8925,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Timber,IR1,201000,10262
1200,6,20,1,1,0,1080,1983,1983,484.0,5,0,120,9187,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,TA,WD ,TA,Mitchel,Reg,134000,5400
533,5,50,1,0,2,1298,1941,1950,256.0,6,0,84,8212,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,CBlock,Ex,WD ,TA,Edwards,Reg,122000,7788
1512,7,120,2,0,1,1352,2006,2007,466.0,5,241,0,3606,FV,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,Reg,194000,6760
1501,5,50,2,0,1,1536,1930,1950,480.0,7,10,0,6240,RM,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,BrkTil,TA,WD ,TA,BrkSide,Reg,138400,10752
1182,4,20,1,0,0,1088,1963,1963,520.0,4,0,0,8308,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,TA,COD,TA,Edwards,Reg,110000,4352
413,6,50,2,0,1,1489,1940,1950,240.0,7,0,335,9900,RL,Inside,Norm,1Fam,1.5Fin,Gable,VinylSd,TA,BrkTil,TA,WD ,TA,SWISU,Reg,139500,10423
1636,7,120,2,0,1,1258,2006,2007,648.0,6,16,144,3922,RL,Inside,Norm,TwnhsE,1Story,Gable,Wd Shng,Gd,PConc,Ex,New,Gd,Blmngtn,Reg,172500,7548
350,6,50,1,1,2,1196,1940,1950,576.0,6,0,0,6000,RM,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,BrkSide,Reg,128000,7176
1585,7,160,2,0,0,1392,2007,2007,540.0,5,102,0,3604,FV,Corner,Norm,TwnhsE,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,146000,6960
729,7,80,2,0,1,1324,1976,1976,585.0,5,36,407,8991,RL,CulDSac,PosN,1Fam,SLvl,Gable,Plywood,TA,CBlock,TA,WD ,Gd,NWAmes,IR1,174000,6620
341,6,70,1,1,2,1502,1923,1996,180.0,7,0,96,10592,RL,Inside,Norm,1Fam,2Story,Hip,Wd Sdng,TA,PConc,TA,WD ,Gd,Crawfor,Reg,165000,10514
591,7,120,1,1,0,1241,2006,2007,569.0,4,116,0,4274,FV,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,IR1,199900,4964
1887,7,20,1,0,1,1277,1970,1970,526.0,5,0,0,10628,RL,Inside,Norm,1Fam,1Story,Flat,Plywood,TA,CBlock,TA,WD ,TA,NAmes,Reg,167000,6385
1937,5,20,1,0,0,1319,1953,1953,270.0,5,0,66,10634,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,PConc,TA,WD ,TA,NAmes,Reg,123000,6595
320,5,50,1,1,0,1382,1941,1950,660.0,7,0,237,12358,RM,Inside,Feedr,1Fam,1.5Fin,Gable,MetalSd,TA,CBlock,TA,WD ,TA,OldTown,IR1,128500,9674
785,6,50,1,0,0,1296,1927,1950,576.0,6,0,0,6000,RM,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,BrkTil,TA,WD ,TA,OldTown,Reg,127500,7776
1628,2,30,1,0,1,832,1923,1970,780.0,5,0,0,9656,RM,Inside,Norm,1Fam,1Story,Gable,AsbShng,TA,BrkTil,TA,WD ,TA,OldTown,Reg,12789,4160
345,6,60,2,1,0,1731,1992,1993,462.0,7,85,307,9370,RL,Inside,Norm,1Fam,2Story,Gable,HdBoard,Gd,PConc,Ex,WD ,Gd,SawyerW,IR2,248500,12117
1396,5,20,1,0,1,964,1961,1961,784.0,5,0,170,8243,RL,CulDSac,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,Ex,WD ,TA,NAmes,IR1,137500,4820
469,7,60,3,1,1,2486,2003,2004,452.0,10,32,143,11800,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Timber,IR1,279900,24860
650,5,20,1,0,0,1037,1974,1974,431.0,5,47,136,10751,RL,CulDSac,RRAe,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,Sawyer,IR1,129000,5185
1930,8,60,2,1,1,2630,1998,1998,696.0,8,66,0,9200,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Gd,WD ,Gd,NoRidge,Reg,315000,21040
1687,7,60,2,1,0,1790,1999,1999,588.0,7,88,0,9179,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,193000,12530
1077,6,50,2,0,1,1694,1925,1950,576.0,7,0,342,8400,RL,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,PConc,Fa,WD ,TA,SWISU,Reg,136500,11858
1080,6,20,1,0,2,1656,1960,1960,528.0,7,62,210,31770,RL,Corner,Norm,1Fam,1Story,Hip,Plywood,TA,CBlock,Fa,WD ,TA,NAmes,IR1,215000,11592
293,6,120,1,0,0,848,2004,2004,420.0,3,0,140,4426,RM,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,145000,2544
1966,5,90,2,0,0,1584,1967,1967,792.0,8,152,0,8944,RL,Inside,Norm,Duplex,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,NAmes,Reg,124000,12672
93,5,90,2,0,0,1535,1979,1979,400.0,8,0,0,7018,RL,Inside,Norm,Duplex,1Story,Gable,HdBoard,TA,Slab,TA,WD ,TA,SawyerW,Reg,118858,12280
1775,7,60,2,1,0,1840,2001,2001,622.0,6,45,0,12420,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,230000,11040
995,5,20,1,1,1,1052,1967,1967,668.0,6,215,0,11625,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,TA,WD ,TA,Sawyer,Reg,113500,6312
1491,4,20,1,0,1,1100,1960,1960,312.0,6,0,355,12493,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,PConc,TA,WD ,TA,NAmes,IR1,141000,6600
832,8,120,2,0,1,1370,2006,2006,484.0,6,49,120,7132,RL,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,205000,8220
1942,5,20,1,0,0,808,1958,2000,308.0,5,0,143,5175,RL,Inside,RRAn,1Fam,1Story,Gable,VinylSd,TA,CBlock,Ex,COD,TA,BrkSide,Reg,112000,4040
1025,7,20,3,2,1,1528,2007,2007,480.0,6,228,0,9965,RL,FR2,Feedr,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,Reg,235876,9168
509,9,60,2,1,1,2713,2008,2008,858.0,11,66,126,14948,RL,Inside,Norm,1Fam,2Story,Hip,VinylSd,Ex,PConc,Ex,New,Ex,NridgHt,IR1,446261,29843
1963,7,60,2,1,1,2050,1978,1978,529.0,8,192,192,13250,RL,Inside,RRNn,1Fam,2Story,Gable,HdBoard,TA,CBlock,TA,WD ,Gd,NWAmes,IR1,154000,16400
1763,6,60,2,1,1,2154,1964,1997,539.0,8,0,0,8800,RL,Inside,Norm,1Fam,2Story,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,NAmes,Reg,224500,17232
282,6,160,2,1,1,1456,1975,1975,440.0,6,0,173,2280,RL,FR2,Norm,Twnhs,2Story,Gable,Brk Cmn,TA,CBlock,TA,WD ,Gd,NPkVill,Reg,149900,8736
1789,5,90,2,0,0,1728,1965,1965,576.0,10,0,0,13101,RL,Inside,Norm,Duplex,1Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,IR1,142600,17280
986,10,20,2,1,2,2046,2005,2006,878.0,7,65,188,15431,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Ex,PConc,Ex,WD ,Ex,NridgHt,Reg,450000,14322
1633,8,20,2,0,1,1584,2007,2007,594.0,6,256,0,10440,FV,Corner,Norm,1Fam,1Story,Gable,CmentBd,Ex,PConc,Ex,New,Ex,Somerst,Reg,261329,9504
1617,7,60,2,1,0,1652,2000,2000,532.0,6,70,0,8998,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,207500,9912
1978,7,70,1,0,0,2019,1910,1993,532.0,8,135,509,11414,RL,Corner,RRAn,1Fam,2Story,Gable,HdBoard,TA,BrkTil,TA,WD ,Gd,BrkSide,IR1,167500,16152
2015,7,20,2,0,1,1478,1991,1992,506.0,6,22,114,9928,RL,CulDSac,Norm,1Fam,1Story,Gable,HdBoard,TA,PConc,TA,WD ,TA,Mitchel,IR1,210000,8868
117,9,120,2,0,1,1638,2000,2000,495.0,5,68,230,4765,FV,Inside,Norm,TwnhsE,1Story,Hip,MetalSd,Gd,PConc,Ex,WD ,Ex,Somerst,IR1,300000,8190
200,4,180,1,0,0,992,1970,1970,297.0,4,97,112,1533,RM,Inside,Norm,Twnhs,SLvl,Gable,CmentBd,TA,CBlock,TA,WD ,TA,MeadowV,Reg,106500,3968
705,4,190,2,0,0,1594,1910,1996,0.0,9,172,0,11426,RM,Inside,Norm,2fmCon,1.5Fin,Gable,Wd Sdng,TA,Stone,Gd,WD ,TA,OldTown,Reg,118000,14346
788,7,80,2,1,0,1652,1994,2007,473.0,6,0,0,19645,RL,FR2,Norm,1Fam,SLvl,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,Crawfor,IR1,203135,9912
725,8,120,1,1,1,1247,2005,2005,550.0,4,84,0,3316,FV,Inside,Norm,TwnhsE,1Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,Somerst,IR1,197000,4988
1356,5,30,1,0,0,672,1940,1997,240.0,4,0,168,10200,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,PConc,Ex,WD ,TA,Sawyer,Reg,108000,2688
597,8,20,2,0,0,1721,2005,2005,554.0,7,27,168,9254,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,232698,12047
1848,6,50,2,0,0,1750,1940,1985,423.0,7,0,245,12508,RL,Inside,Norm,1Fam,1.5Fin,Gable,VinylSd,TA,CBlock,Ex,WD ,TA,Mitchel,IR1,160000,12250
1003,7,20,2,0,0,1444,2002,2001,577.0,6,40,144,10739,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,203000,8664
692,3,50,1,0,0,936,1916,1950,0.0,6,0,0,8520,C (all),Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,PConc,Fa,WD ,TA,IDOTRR,Reg,78000,5616
1318,7,70,1,1,0,2554,1890,1998,704.0,8,48,0,10800,RM,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,BrkTil,Ex,WD ,TA,OldTown,Reg,159500,20432
893,5,190,2,0,0,2337,1900,1950,560.0,10,57,0,13600,RM,Inside,Norm,2fmCon,2Story,Gable,Wd Sdng,TA,BrkTil,TA,WD ,TA,OldTown,Reg,90000,23370
866,8,20,2,1,1,1658,2008,2008,726.0,7,44,144,10206,RL,Inside,PosN,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,257500,11606
153,7,60,2,1,1,1995,1995,1996,610.0,8,170,275,11250,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,237000,15960
2038,6,80,2,0,0,1042,1965,1965,440.0,5,0,192,9200,RL,Inside,Norm,1Fam,SLvl,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,161000,5210
308,6,75,1,1,1,2058,1917,1950,396.0,8,0,0,9600,RM,Inside,Norm,1Fam,2.5Unf,Gable,AsbShng,TA,BrkTil,Fa,WD ,TA,OldTown,Reg,129500,16464
168,4,190,1,0,0,924,1941,1950,280.0,5,0,0,12180,RL,Inside,Norm,2fmCon,1.5Fin,Gable,MetalSd,TA,BrkTil,Fa,WD ,Fa,Edwards,Reg,80000,4620
843,3,30,1,0,1,1077,1922,1950,210.0,6,100,0,9786,RM,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,BrkTil,Fa,WD ,TA,IDOTRR,Reg,91000,6462
670,5,20,3,0,0,2008,1948,2002,230.0,8,0,103,7800,RL,Inside,Norm,1Fam,2Story,Gable,MetalSd,TA,CBlock,Ex,WD ,Ex,Edwards,Reg,225000,16064
733,5,20,1,0,1,1008,1954,1954,275.0,4,0,0,11425,RL,Corner,Norm,1Fam,1Story,Gable,BrkFace,TA,CBlock,Gd,WD ,TA,NAmes,IR1,137000,4032
63,5,50,1,0,1,1740,1920,1950,225.0,6,0,0,7308,RM,Corner,Artery,1Fam,1.5Fin,Gable,Wd Shng,Fa,BrkTil,Gd,WD ,Ex,OldTown,Reg,122250,10440
1569,9,20,2,0,1,1743,2008,2008,927.0,8,45,168,10367,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Ex,PConc,Ex,ConLI,Ex,NridgHt,IR1,335000,13944
1248,8,20,2,0,1,2217,1970,1970,621.0,8,207,81,15865,RL,Inside,Norm,1Fam,1Story,Flat,Wd Sdng,Gd,PConc,Ex,WD ,Gd,NAmes,IR1,268000,17736
256,5,20,1,0,1,1124,1954,1954,0.0,5,36,0,8335,RL,Corner,Norm,1Fam,1Story,Gable,Wd Sdng,TA,Slab,Gd,WD ,TA,Edwards,Reg,93000,5620
1197,5,120,1,1,1,1142,1976,1976,528.0,6,90,536,4224,RM,Inside,Norm,TwnhsE,1Story,Gable,CmentBd,TA,PConc,TA,WD ,TA,MeadowV,Reg,134000,6852
1015,5,20,1,0,0,914,1970,2002,368.0,5,0,120,7920,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,Ex,WD ,Ex,NAmes,Reg,133000,4570
781,4,20,1,0,0,914,1961,1961,270.0,4,0,140,17199,RL,FR2,Norm,1Fam,1Story,Gable,MetalSd,TA,BrkTil,Ex,WD ,TA,NAmes,Reg,128000,3656
1484,6,70,1,0,0,1368,1910,1993,216.0,7,158,0,3600,RM,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,CBlock,Ex,WD ,TA,OldTown,Reg,114504,9576
174,7,20,2,0,1,1601,1978,1978,478.0,7,0,0,11880,RL,Inside,RRAn,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,COD,TA,NWAmes,IR1,157000,11207
422,8,20,2,0,1,1646,2006,2007,870.0,6,80,192,10656,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Timber,IR1,248900,9876
1735,6,20,2,0,1,1657,1970,1970,484.0,7,0,0,12155,RL,Inside,PosN,1Fam,1Story,Gable,Plywood,TA,CBlock,Gd,WD ,TA,NAmes,IR3,163500,11599
1762,6,60,2,1,1,1396,2007,2007,440.0,6,36,100,11069,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,170000,8376
909,6,120,1,0,0,848,2003,2003,420.0,3,0,140,4435,RM,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,136500,2544
938,6,60,2,1,1,1664,2000,2000,460.0,7,40,100,8121,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Gilbert,IR1,172400,11648
731,6,60,2,1,0,1756,1996,1997,422.0,7,122,144,9303,RL,Corner,Norm,1Fam,2Story,Hip,VinylSd,Gd,PConc,Ex,WD ,TA,Timber,IR1,204000,12292
852,8,20,2,0,1,1844,2005,2006,620.0,7,44,165,10994,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,COD,Gd,SawyerW,IR1,257000,12908
48,5,20,1,0,0,1063,1954,1954,280.0,6,0,0,9920,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,128000,6378
1419,5,50,2,0,0,1522,1926,1950,0.0,7,0,0,6000,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,BrkTil,Ex,WD ,TA,SWISU,Reg,102000,10654
295,6,120,1,0,1,1291,1996,1997,431.0,6,0,307,2887,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,PConc,Ex,WD ,Gd,ClearCr,Reg,173000,7746
730,5,20,1,0,2,1377,1960,1960,351.0,6,0,0,8000,RL,Inside,Norm,1Fam,1Story,Hip,BrkFace,TA,CBlock,TA,WD ,TA,NAmes,Reg,156500,8262
